@relation 'emotion-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute 'CO2 0' numeric
@attribute 'm33.0335 0' numeric
@attribute 'm33.0335 4' numeric
@attribute 'm33.0335 5' numeric
@attribute 'm34.0372 4' numeric
@attribute 'm35.0385 4' numeric
@attribute 'm43.0178 0' numeric
@attribute 'm45.0335 0' numeric
@attribute 'm45.0335 2' numeric
@attribute 'm47.0491 0' numeric
@attribute 'm47.0491 2' numeric
@attribute 'm47.0491 3' numeric
@attribute 'm48.0071 5' numeric
@attribute 'm59.9293 0' numeric
@attribute 'm63.0263 2' numeric
@attribute 'm63.0457 1' numeric
@attribute 'm64.9278 6' numeric
@attribute 'm65.0603 3' numeric
@attribute 'm71.0157 8' numeric
@attribute 'm71.0855 1' numeric
@attribute 'm72.9853 3' numeric
@attribute 'm84.0920 6' numeric
@attribute 'm84.0920 7' numeric
@attribute 'm89.0271 0' numeric
@attribute 'm89.0271 2' numeric
@attribute 'm89.0271 3' numeric
@attribute 'm89.0597 2' numeric
@attribute 'm89.0597 3' numeric
@attribute 'm95.0158 0' numeric
@attribute 'm97.0296 3' numeric
@attribute 'm97.1012 1' numeric
@attribute 'm99.0440 4' numeric
@attribute 'm100.9380 9' numeric
@attribute 'm105.0342 0' numeric
@attribute 'm111.0800 0' numeric
@attribute 'm111.0800 1' numeric
@attribute 'm113.1425 2' numeric
@attribute 'm120.9533 0' numeric
@attribute 'm120.9533 1' numeric
@attribute 'm120.9533 2' numeric
@attribute 'm120.9533 3' numeric
@attribute 'm120.9533 6' numeric
@attribute 'm136.1310 1' numeric
@attribute 'm148.9709 6' numeric
@attribute 'm148.9709 7' numeric
@attribute 'm149.1000 8' numeric
@attribute 'm149.1000 9' numeric
@attribute 'm153.1274 0' numeric
@attribute target {0,1}

@data
759.211,94.4452,94.9622,94.6177,1.08113,0.62071,29.8955,63.0072,62.1332,52.7526,52.7679,52.633,0.349887,0.035432,1.08802,0.390632,0.115994,0.432386,0.101839,3.55499,0.136838,0.348723,0.329846,0.206417,0.181068,0.217917,2.65682,2.49131,1.57711,1.99869,1.57294,0.322865,0.357008,0.194369,0.298756,0.283734,0.133009,0.200887,0.217852,0.178057,0.062594,0.142806,0.358127,0.482766,0.452275,0.168877,0.225097,0.347214,0
759.197,93.0303,94.6177,93.2073,1.06896,0.754391,30.1763,62.3242,62.1614,52.533,52.633,53.4659,0.446727,0.107704,1.34842,0.309444,0.147876,0.600818,0.091463,3.05738,0.215255,0.329846,0.433648,0.29175,0.217917,0.295696,2.49131,2.37303,0.967088,1.89617,1.54013,0.442148,0.288755,0.418517,0.283734,0.286915,0.176326,0.217852,0.178057,0.062594,0.285202,0.225203,0.310336,0.452275,0.497645,0.225097,0.141816,0.251363,0
760.015,93.4725,93.2073,94.9048,0.782721,0.77495,30.4596,62.1332,63.9236,52.7679,53.4659,52.4085,0.301659,0.184297,1.11503,0.442117,0.084186,0.468111,0.233893,3.17622,0.153615,0.433648,0.389726,0.181068,0.295696,0.229847,2.37303,2.30916,1.54329,1.71231,1.44457,0.409446,0.359513,0.396505,0.286915,0.336961,0.125459,0.178057,0.062594,0.285202,0.264295,0.118697,0.40752,0.497645,0.562169,0.141816,0.191676,0.24868,0
759.996,95.4054,94.9048,90.8311,0.997209,0.51248,29.176,62.1614,63.2713,52.633,52.4085,52.7438,0.298346,0.298853,1.12033,0.471309,0.092862,0.435962,0.196182,3.15945,0.162836,0.389726,0.438627,0.217917,0.229847,0.19908,2.30916,2.16782,0.608388,1.90407,1.50796,0.401706,0.236098,0.260939,0.336961,0.344023,0.191028,0.062594,0.285202,0.264295,0.142806,0.204424,0.312926,0.562169,0.463232,0.191676,0.228399,0.27429,0
759.923,94.9622,90.8311,94.8842,1.01821,0.812391,29.065,63.9236,63.3673,53.4659,52.7438,52.9092,0.349231,0.152109,1.04328,0.435498,0.135431,0.47724,0.230943,3.15485,0.116256,0.438627,0.397395,0.295696,0.19908,0.13146,2.16782,2.22062,1.36833,1.78264,1.51588,0.364261,0.286218,0.181717,0.344023,0.382929,0.163998,0.285202,0.264295,0.142806,0.225203,0.272297,0.354063,0.463232,0.440479,0.228399,0.162251,0.24742,0
759.466,94.6177,94.8842,95.4954,1.13597,0.585367,30.1176,63.2713,63.502,52.4085,52.9092,51.8802,0.389924,0.206378,1.1616,0.304076,0.119846,0.440452,0.204637,2.92439,0.190117,0.397395,0.383249,0.229847,0.13146,0.229879,2.22062,2.26385,1.82244,1.92355,1.48773,0.260784,0.324205,0.130302,0.382929,0.252015,0.08203,0.264295,0.142806,0.225203,0.118697,0.293235,0.335523,0.440479,0.454474,0.162251,0.183214,0.259168,0
759.835,93.2073,95.4954,93.6262,1.13039,0.523661,30.3269,63.3673,63.2229,52.7438,51.8802,52.9778,0.371776,0.019625,1.04962,0.482377,0.127194,0.469761,0.164116,2.96785,0.174932,0.383249,0.525195,0.19908,0.229879,0.175887,2.26385,1.99864,1.10709,2.07756,1.44609,0.30178,0.372398,0.129777,0.252015,0.322307,0.103135,0.142806,0.225203,0.118697,0.204424,0.284186,0.327984,0.454474,0.471469,0.183214,0.10182,0.2214,0
759.633,94.9048,93.6262,93.0794,0.997829,0.56997,30.2067,63.502,62.1066,52.9092,52.9778,51.7091,0.403676,0.152378,1.0001,0.217023,0.184227,0.478835,0.104224,2.94166,0.12452,0.525195,0.375374,0.13146,0.175887,0.284338,1.99864,2.48711,1.03543,1.84933,1.58461,0.439558,0.221042,0.218834,0.322307,0.40748,0.102042,0.225203,0.118697,0.204424,0.272297,0.073892,0.284552,0.471469,0.448913,0.10182,0.223907,0.294457,1
760.204,90.8311,93.0794,95.781,0.807257,0.662098,29.0021,63.2229,63.5422,51.8802,51.7091,52.7543,0.372577,0.26716,1.17198,0.28377,0.096241,0.505438,0.161951,3.14591,0.108351,0.375374,0.387835,0.229879,0.284338,0.262283,2.48711,2.358,1.53283,1.97657,1.51368,0.49771,0.327829,0.264072,0.40748,0.314136,0.190644,0.118697,0.204424,0.272297,0.293235,0.287258,0.407117,0.448913,0.449671,0.223907,0.248036,0.210501,1
760.675,94.8842,95.781,92.7093,0.780753,0.83084,30.2553,62.1066,63.1595,52.9778,52.7543,52.2208,0.345204,0.282031,1.34421,0.305095,0.08003,0.434905,0.101061,3.30607,0.189157,0.387835,0.379948,0.175887,0.262283,0.232509,2.358,2.32659,0.902976,1.64484,1.44593,0.314976,0.238845,0.29523,0.314136,0.432143,0.10124,0.204424,0.272297,0.293235,0.284186,0.255715,0.323204,0.449671,0.492732,0.248036,0.134035,0.188986,1
761.279,95.4954,92.7093,94.8845,0.798796,0.530077,30.461,63.5422,63.2368,51.7091,52.2208,52.6018,0.38695,0.33114,1.07123,0.299848,0.294079,0.398255,0.176213,3.24782,0.156451,0.379948,0.417333,0.284338,0.232509,0.311973,2.32659,2.23679,1.23092,1.93051,1.29889,0.46749,0.344401,0.122557,0.432143,0.331719,0.165115,0.272297,0.293235,0.284186,0.073892,0.158848,0.423602,0.492732,0.503807,0.134035,0.208312,0.194821,1
763.63,93.6262,94.8845,93.3639,0.913503,0.571952,29.1885,63.1595,62.1964,52.7543,52.6018,51.4781,0.369585,0.198758,1.10865,0.412993,0.099691,0.409437,0.17447,3.21561,0.091929,0.417333,0.446084,0.262283,0.311973,0.31302,2.23679,2.21148,1.0745,1.71308,1.44106,0.308961,0.238397,0.272089,0.331719,0.340444,0.185577,0.293235,0.284186,0.073892,0.287258,0.229039,0.341705,0.503807,0.439602,0.208312,0.125953,0.195607,1
765.684,93.0794,93.3639,93.3318,1.23697,0.560736,29.4557,63.2368,61.3273,52.2208,51.4781,50.9388,0.349227,0.279334,1.08757,0.356381,0.096763,0.34462,0.192127,3.5832,0.056092,0.446084,0.346984,0.232509,0.31302,0.235488,2.21148,2.29437,1.05858,2.18028,1.55373,0.325547,0.267038,0.43608,0.340444,0.236449,0.152472,0.284186,0.073892,0.287258,0.255715,0.190386,0.358775,0.439602,0.542455,0.125953,0.23515,0.193675,1
766.412,95.781,93.3318,95.4315,1.24001,0.428619,30.4467,62.1964,62.3085,52.6018,50.9388,53.1747,0.391755,0.335173,1.02249,0.373496,0.141243,0.515397,0.176662,3.05497,0.128569,0.346984,0.379862,0.311973,0.235488,0.308174,2.29437,2.69148,1.5549,1.92949,1.43613,0.340417,0.229705,0.286948,0.236449,0.337528,0.157311,0.073892,0.287258,0.255715,0.158848,0.17437,0.323519,0.542455,0.401331,0.23515,0.09939,0.208781,0
766.961,92.7093,95.4315,94.3805,1.08733,0.669048,29.7729,61.3273,63.3845,51.4781,53.1747,51.7255,0.283545,0.184947,1.08178,0.291122,0.24223,0.493643,0.092148,3.1785,0.196923,0.379862,0.450658,0.31302,0.308174,0.28053,2.69148,2.17553,1.35046,1.8217,1.51889,0.428886,0.4035,0.325511,0.337528,0.314811,0.132751,0.287258,0.255715,0.158848,0.229039,0.195921,0.308649,0.401331,0.462,0.09939,0.207008,0.229471,1
767.331,94.8845,94.3805,93.5056,1.02284,0.569535,29.3005,62.3085,63.4093,50.9388,51.7255,51.2644,0.405318,0.16825,1.11176,0.316884,0.142135,0.535068,0.113274,3.11179,0.163097,0.450658,0.408989,0.235488,0.28053,0.29653,2.17553,2.23196,1.06113,1.99398,1.71442,0.438092,0.322547,0.271098,0.314811,0.227703,0.101459,0.255715,0.158848,0.229039,0.190386,0.271157,0.33147,0.462,0.340585,0.207008,0.223734,0.237214,1
767.99,93.3639,93.5056,94.2282,1.08507,0.535673,29.3279,63.3845,63.0594,53.1747,51.2644,52.8176,0.388252,0.327642,0.986833,0.207759,0.174687,0.430804,0.066922,3.11454,0.15075,0.408989,0.379406,0.308174,0.29653,0.285393,2.23196,2.32682,1.26806,2.03957,1.52838,0.420492,0.291061,0.313041,0.227703,0.292315,0.103848,0.158848,0.229039,0.190386,0.17437,0.21895,0.340255,0.340585,0.438804,0.223734,0.155772,0.25095,0
767.841,93.3318,94.2282,94.0124,1.39354,0.50597,29.6315,63.4093,62.8333,51.7255,52.8176,51.7582,0.315318,0.20873,0.981896,0.450163,0.164544,0.563273,0.096665,3.26026,0.065563,0.379406,0.333801,0.28053,0.285393,0.170189,2.32682,2.09798,1.42846,1.79923,1.38616,0.307156,0.422577,0.16898,0.292315,0.290281,0.152695,0.229039,0.190386,0.17437,0.195921,0.165485,0.320353,0.438804,0.532809,0.155772,0.127712,0.222134,0
768.178,95.4315,94.0124,93.5449,0.997452,0.814361,30.3484,63.0594,63.5143,51.2644,51.7582,52.1392,0.341947,0.322792,1.13184,0.395977,0.236497,0.454672,0.080098,3.0396,0.171083,0.333801,0.384417,0.29653,0.170189,0.17817,2.09798,2.27636,1.20411,1.80742,1.55678,0.366026,0.377409,0.160827,0.290281,0.404751,0.159547,0.190386,0.17437,0.195921,0.271157,0.173226,0.341526,0.532809,0.447315,0.127712,0.10166,0.175521,0
767.077,94.3805,93.5449,92.4857,1.12029,0.706895,29.6257,62.8333,61.6985,52.8176,52.1392,51.9766,0.147985,0.235246,1.17112,0.297597,0.076008,0.501277,0.158048,3.30217,0.174788,0.384417,0.410356,0.285393,0.17817,0.258442,2.27636,2.42743,1.33881,2.15868,1.48514,0.319723,0.316799,0.297858,0.404751,0.308894,0.100284,0.17437,0.195921,0.271157,0.21895,0.217716,0.309487,0.447315,0.464198,0.10166,0.28155,0.188752,0
766.76,93.5056,92.4857,93.7432,0.867753,0.679213,29.6265,63.5143,61.8491,51.7582,51.9766,51.3887,0.252874,0.094307,0.883111,0.417824,0.090616,0.518193,0.139736,3.33863,0.150357,0.410356,0.372449,0.170189,0.258442,0.217929,2.42743,2.27258,1.30112,2.04557,1.51147,0.315552,0.350358,0.35136,0.308894,0.242487,0.134786,0.195921,0.271157,0.21895,0.165485,0.331038,0.29353,0.464198,0.49313,0.28155,0.184925,0.250927,0
766.629,94.2282,93.7432,95.6514,0.8919,0.650837,30.1306,61.6985,61.6635,52.1392,51.3887,51.7479,0.537264,0.214873,1.22548,0.488399,0.130761,0.467848,0.154898,3.26481,0.146713,0.372449,0.410354,0.17817,0.217929,0.248879,2.27258,2.43588,1.42257,1.76861,1.54163,0.276548,0.399272,0.300619,0.242487,0.204863,0.22522,0.271157,0.21895,0.165485,0.173226,0.15349,0.305758,0.49313,0.418014,0.184925,0.121502,0.196233,0
767.2,94.0124,95.6514,94.5908,0.787019,0.495629,30.3337,61.8491,62.2272,51.9766,51.7479,52.241,0.293072,0.342019,1.17333,0.388311,0.139483,0.339471,0.098109,3.10168,0.084799,0.410354,0.41088,0.258442,0.248879,0.280629,2.43588,2.29076,1.67538,2.09049,1.57644,0.358164,0.288257,0.184372,0.204863,0.243162,0.124386,0.21895,0.165485,0.173226,0.217716,0.208989,0.323742,0.418014,0.460311,0.121502,0.215684,0.25015,0
768.59,93.5449,94.5908,94.138,0.748223,0.777313,30.5083,61.6635,62.8933,51.3887,52.241,51.5563,0.29457,0.262367,1.15473,0.410249,0.151356,0.375451,0.136375,2.90121,0.201261,0.41088,0.339813,0.217929,0.280629,0.275648,2.29076,2.40606,1.01616,1.85577,1.4396,0.321751,0.340094,0.33354,0.243162,0.359108,0.108102,0.165485,0.173226,0.217716,0.331038,0.067587,0.359531,0.460311,0.479718,0.215684,0.140751,0.205183,1
768.479,92.4857,94.138,94.114,1.0469,0.820671,29.5196,62.2272,61.281,51.7479,51.5563,52.7369,0.553736,0.270793,1.13337,0.324711,0.112292,0.452808,0.218857,3.00078,0.117421,0.339813,0.3068,0.248879,0.275648,0.158378,2.40606,2.23363,0.876086,1.91528,1.40245,0.386717,0.415231,0.215551,0.359108,0.268491,0.121903,0.173226,0.217716,0.331038,0.15349,0.174572,0.369387,0.479718,0.363004,0.140751,0.125121,0.187843,1
768.272,93.7432,94.114,91.2242,1.2574,0.443115,30.1819,62.8933,61.9605,52.241,52.7369,51.6612,0.251747,0.260074,1.26423,0.466976,0.069233,0.506449,0.236628,3.18575,0.145542,0.3068,0.442867,0.280629,0.158378,0.249578,2.23363,2.13278,1.30027,1.86015,1.38563,0.35387,0.226317,0.272829,0.268491,0.3043,0.077885,0.217716,0.331038,0.15349,0.208989,0.077889,0.411613,0.363004,0.502293,0.125121,0.214521,0.272587,0
769.259,95.6514,91.2242,93.2282,1.00282,0.578225,29.5511,61.281,63.3216,51.5563,51.6612,52.0581,0.27059,0.154859,1.09644,0.581097,0.160467,0.398744,0.101357,3.12776,0.099872,0.442867,0.379353,0.275648,0.249578,0.221111,2.13278,2.24896,1.0176,1.80723,1.72549,0.345052,0.294094,0.244937,0.3043,0.26114,0.169317,0.331038,0.15349,0.208989,0.067587,0.088266,0.302646,0.502293,0.424397,0.214521,0.183658,0.223444,0
768.934,94.5908,93.2282,93.8878,0.93133,0.585738,29.774,61.9605,61.9118,52.7369,52.0581,51.4119,0.365325,0.28763,1.17019,0.364792,0.128233,0.429403,0.207855,3.12551,0.178445,0.379353,0.420825,0.158378,0.221111,0.211935,2.24896,2.40838,1.1211,1.93924,1.68238,0.345675,0.257193,0.237599,0.26114,0.323561,0.211989,0.15349,0.208989,0.067587,0.174572,0.249639,0.420663,0.424397,0.373069,0.183658,0.110819,0.213986,0
767.939,94.138,93.8878,93.4228,1.23053,0.773219,30.1733,63.3216,62.1824,51.6612,51.4119,51.5358,0.403083,0.260062,1.12853,0.399295,0.111134,0.507553,0.185531,3.39098,0.203607,0.420825,0.320455,0.249578,0.211935,0.287997,2.40838,2.18876,1.24873,1.77717,1.7498,0.366782,0.263958,0.265517,0.323561,0.381583,0.138959,0.208989,0.067587,0.174572,0.077889,0.294403,0.346323,0.373069,0.512727,0.110819,0.257565,0.273639,0
769.011,94.114,93.4228,93.1232,1.21514,0.552084,29.8088,61.9118,62.2892,52.0581,51.5358,50.7053,0.320736,0.171165,0.777071,0.431445,0.2006,0.389013,0.266229,3.26887,0.147223,0.320455,0.417567,0.221111,0.287997,0.260386,2.18876,2.71263,1.22936,1.86964,1.3432,0.442694,0.417349,0.278187,0.381583,0.242109,0.133294,0.067587,0.174572,0.077889,0.088266,0.256747,0.365268,0.512727,0.451596,0.257565,0.213329,0.219362,0
769.491,91.2242,93.1232,92.7197,0.774361,0.325997,30.9273,62.1824,62.3612,51.4119,50.7053,51.4292,0.28375,0.159835,1.16764,0.529632,0.079885,0.478951,0.190389,3.04813,0.169117,0.417567,0.363965,0.211935,0.260386,0.323007,2.71263,2.45612,1.16746,2.0324,1.4238,0.371262,0.285907,0.210916,0.242109,0.289207,0.144758,0.174572,0.077889,0.088266,0.249639,0.270838,0.319478,0.451596,0.542727,0.213329,0.258264,0.276769,0
769.012,93.2282,92.7197,93.5193,0.859818,0.784293,30.0864,62.2892,61.1415,51.5358,51.4292,49.9807,0.307008,0.157445,1.18917,0.160829,0.111179,0.405604,0.099169,3.01631,0.127534,0.363965,0.376779,0.287997,0.323007,0.190743,2.45612,2.0623,0.791469,1.75064,1.61517,0.363257,0.304081,0.166259,0.289207,0.255616,0.264557,0.077889,0.088266,0.249639,0.294403,0.264098,0.397585,0.542727,0.486914,0.258264,0.141012,0.177608,1
767.623,93.8878,93.5193,94.5054,0.859341,0.593563,31.3002,62.3612,60.3867,50.7053,49.9807,50.9089,0.434117,0.16391,1.08639,0.305638,0.063457,0.606515,0.100408,3.24272,0.290581,0.376779,0.398357,0.260386,0.190743,0.305517,2.0623,2.38646,1.14895,1.8964,1.75894,0.522589,0.19884,0.217827,0.255616,0.225569,0.273213,0.088266,0.249639,0.294403,0.256747,0.019864,0.372708,0.486914,0.490516,0.141012,0.208527,0.234678,0
766.516,93.4228,94.5054,95.1175,0.889656,0.71298,30.5296,61.1415,62.2351,51.4292,50.9089,50.9997,0.51117,0.182943,1.20735,0.354564,0.174242,0.455094,0.137663,3.30414,0.085767,0.398357,0.369945,0.323007,0.305517,0.305886,2.38646,2.26702,1.78442,2.05792,1.54071,0.362269,0.36767,0.41147,0.225569,0.189705,0.111232,0.249639,0.294403,0.256747,0.270838,0.287279,0.407624,0.490516,0.462455,0.208527,0.14827,0.212229,0
765.391,93.1232,95.1175,93.6207,1.01836,0.702383,29.3841,60.3867,62.4039,49.9807,50.9997,50.7102,0.350182,0.116573,1.18994,0.423986,0.111665,0.442662,0.159526,3.14926,0.110172,0.369945,0.332475,0.190743,0.305886,0.185964,2.26702,2.3688,1.01308,1.85375,1.60542,0.382705,0.288564,0.293671,0.189705,0.397839,0.268433,0.294403,0.256747,0.270838,0.264098,0.256641,0.351082,0.462455,0.519638,0.14827,0.136201,0.235568,0
765.262,92.7197,93.6207,92.2198,1.06349,0.774545,29.4406,62.2351,62.0664,50.9089,50.7102,50.1502,0.395742,0.211901,1.37853,0.357307,0.19028,0.465089,0.051919,3.2072,0.196869,0.332475,0.36286,0.305517,0.185964,0.363342,2.3688,2.06874,1.18254,2.04913,1.35802,0.404288,0.308629,0.223542,0.397839,0.344569,0.336504,0.256747,0.270838,0.264098,0.019864,0.279136,0.323535,0.519638,0.40822,0.136201,0.123644,0.226398,0
763.635,93.5193,92.2198,93.3463,0.998958,0.695834,29.1956,62.4039,62.7475,50.9997,50.1502,50.2892,0.315594,0.210927,1.02706,0.235293,0.089049,0.524679,0.179689,3.31235,0.085965,0.36286,0.344313,0.305886,0.363342,0.19827,2.06874,2.33759,1.39131,2.07151,1.7229,0.365694,0.212316,0.111213,0.344569,0.293341,0.1384,0.270838,0.264098,0.019864,0.287279,0.181517,0.411434,0.40822,0.435686,0.123644,0.150592,0.292939,0
762.91,94.5054,93.3463,95.6298,0.9188,0.823326,29.3183,62.0664,62.0397,50.7102,50.2892,52.7278,0.331553,0.234229,1.14974,0.374733,0.085757,0.360042,0.224999,3.34017,0.088447,0.344313,0.355875,0.185964,0.19827,0.138763,2.33759,2.23578,1.32778,2.02929,1.43127,0.294488,0.174997,0.195129,0.293341,0.25631,0.16542,0.264098,0.019864,0.287279,0.256641,0.315694,0.428443,0.435686,0.35965,0.150592,0.173811,0.16695,0
763.631,95.1175,95.6298,94.1867,0.714701,0.422083,29.4511,62.7475,61.8572,50.1502,52.7278,52.4482,0.380308,0.30388,1.13112,0.419725,0.071984,0.325506,0.128436,2.86191,0.176807,0.355875,0.468329,0.363342,0.138763,0.344672,2.23578,1.98827,1.26917,1.80682,1.58309,0.355801,0.380344,0.328374,0.25631,0.319112,0.124837,0.019864,0.287279,0.256641,0.279136,0.071548,0.423044,0.35965,0.423967,0.173811,0.095272,0.273215,0
764.683,93.6207,94.1867,91.7099,0.849665,0.718678,29.5033,62.0397,60.8642,50.2892,52.4482,52.1626,0.254911,0.223045,1.21666,0.289745,0.137832,0.39761,0.135972,3.10864,0.164046,0.468329,0.380383,0.19827,0.344672,0.257208,1.98827,2.28799,0.960547,1.96951,1.25525,0.387103,0.326212,0.25126,0.319112,0.346195,0.148403,0.287279,0.256641,0.279136,0.181517,0.177189,0.380526,0.423967,0.434466,0.095272,0.147861,0.197086,0
765.231,92.2198,91.7099,93.0284,1.05124,0.455005,30.1086,61.8572,61.5521,52.7278,52.1626,51.3623,0.39167,0.211131,1.02665,0.368361,0.079205,0.41563,0.054922,3.09902,0.160438,0.380383,0.35911,0.138763,0.257208,0.145375,2.28799,2.50852,1.39538,1.78164,1.57931,0.391056,0.325278,0.211873,0.346195,0.304696,0.163729,0.256641,0.279136,0.181517,0.315694,0.257338,0.33762,0.434466,0.330587,0.147861,0.155806,0.208211,0
765.16,93.3463,93.0284,90.9336,0.528276,0.421906,29.3887,60.8642,61.3262,52.4482,51.3623,51.373,0.275507,0.21443,1.10257,0.264766,0.154456,0.363956,0.084734,3.48274,0.176518,0.35911,0.368048,0.344672,0.145375,0.250846,2.50852,2.35394,1.22702,1.78242,1.53437,0.375401,0.195564,0.196189,0.304696,0.39706,0.160023,0.279136,0.181517,0.315694,0.071548,0.306021,0.361326,0.330587,0.386655,0.155806,0.138306,0.255749,1
764.243,95.6298,90.9336,92.9276,0.554109,0.581021,30.3331,61.5521,62.403,52.1626,51.373,51.0648,0.300061,0.399802,1.13266,0.320902,0.048525,0.391003,0.115495,3.09943,0.09827,0.368048,0.428736,0.257208,0.250846,0.190442,2.35394,2.34447,0.869949,1.91365,1.66061,0.381977,0.267534,0.210772,0.39706,0.355133,0.083999,0.181517,0.315694,0.071548,0.177189,0.243179,0.311132,0.386655,0.430014,0.138306,0.112642,0.224957,0
763.917,94.1867,92.9276,91.9102,0.973838,0.426608,29.535,61.3262,62.2571,51.3623,51.0648,50.4884,0.336683,0.162194,1.2207,0.202048,0.124987,0.371712,0.223979,3.25293,0.139429,0.428736,0.447545,0.145375,0.190442,0.155234,2.34447,2.28871,1.05359,2.0453,1.46473,0.249715,0.410848,0.303952,0.355133,0.441682,0.150487,0.315694,0.071548,0.177189,0.257338,0.209641,0.31703,0.430014,0.492418,0.112642,0.145953,0.21967,0
764.229,91.7099,91.9102,93.078,1.32613,0.588801,29.1535,62.403,62.6523,51.373,50.4884,50.0955,0.298663,0.185847,1.09798,0.362143,0.099624,0.331538,0.145685,3.14304,0.037322,0.447545,0.381957,0.250846,0.155234,0.209617,2.28871,2.26917,1.12826,1.75233,1.41685,0.366327,0.363304,0.158914,0.441682,0.452948,0.133646,0.071548,0.177189,0.257338,0.306021,0.217055,0.352044,0.492418,0.48777,0.145953,0.14125,0.246155,0
763.04,93.0284,93.078,92.0351,0.953043,0.525536,30.8386,62.2571,62.4203,51.0648,50.0955,50.2128,0.319027,0.230219,1.03721,0.342125,0.104663,0.46842,0.093738,2.97461,0.039318,0.381957,0.508334,0.190442,0.209617,0.292971,2.26917,2.13422,1.60846,1.97629,1.51344,0.212094,0.266122,0.269571,0.452948,0.297854,0.140597,0.177189,0.257338,0.306021,0.243179,0.229613,0.341517,0.48777,0.441533,0.14125,0.152476,0.242457,0
762.777,90.9336,92.0351,93.0382,0.91817,0.68104,30.7383,62.6523,62.3159,50.4884,50.2128,51.3602,0.223319,0.101755,1.03739,0.275347,0.113896,0.430607,0.122654,3.33384,0.129143,0.508334,0.397376,0.155234,0.292971,0.200686,2.13422,2.21836,1.13928,1.66295,1.591,0.337074,0.204409,0.230351,0.297854,0.472739,0.135177,0.257338,0.306021,0.243179,0.209641,0.215038,0.347848,0.441533,0.4884,0.152476,0.187401,0.184376,0
762.994,92.9276,93.0382,92.643,1.05095,0.603533,29.0035,62.4203,63.4225,50.0955,51.3602,50.049,0.390553,0.243528,0.824541,0.285422,0.037542,0.477337,0.164312,3.20368,0.194777,0.397376,0.443679,0.209617,0.200686,0.183994,2.21836,2.37938,1.31406,1.87512,1.55536,0.289076,0.280354,0.142077,0.472739,0.244159,0.080003,0.306021,0.243179,0.209641,0.217055,0.107115,0.257504,0.4884,0.411277,0.187401,0.121891,0.311189,0
763.309,91.9102,92.643,92.4099,0.905368,0.541859,30.2965,62.3159,61.6398,50.2128,50.049,50.0912,0.396932,0.22453,1.07849,0.473917,0.092983,0.318768,0.047616,3.15124,0.169047,0.443679,0.37134,0.292971,0.183994,0.291775,2.37938,2.44953,1.05742,1.94864,1.32256,0.334967,0.256688,0.250995,0.244159,0.421686,0.177381,0.243179,0.209641,0.217055,0.229613,0.111191,0.383687,0.411277,0.360882,0.121891,0.134447,0.247951,0
762.973,93.078,92.4099,93.275,1.09981,0.732487,30.1752,63.4225,62.0508,51.3602,50.0912,49.955,0.354671,0.272904,1.15521,0.320799,0.137444,0.441011,0.196483,2.98468,0.182586,0.37134,0.404857,0.200686,0.291775,0.186939,2.44953,2.30567,0.98078,1.99843,1.62487,0.374645,0.310763,0.350063,0.421686,0.295664,0.144052,0.209641,0.217055,0.229613,0.215038,0.067713,0.435864,0.360882,0.437466,0.134447,0.177982,0.271408,0
764.608,92.0351,93.275,92.748,0.607902,0.594887,29.3963,61.6398,60.8796,50.049,49.955,49.6471,0.390123,0.162465,1.22807,0.581719,0.092558,0.42389,0.193205,3.13172,0.26407,0.404857,0.312801,0.183994,0.186939,0.190427,2.30567,2.42496,0.895013,1.9304,1.51576,0.453427,0.287501,0.225248,0.295664,0.325375,0.149595,0.217055,0.229613,0.215038,0.107115,0.213761,0.424128,0.437466,0.455956,0.177982,0.116396,0.242104,1
765.523,93.0382,92.748,91.5796,1.46071,0.582758,29.7959,62.0508,63.2698,50.0912,49.6471,50.1997,0.342175,0.312318,1.04677,0.308734,0.155585,0.464448,0.178883,3.33097,0.152329,0.312801,0.364888,0.291775,0.190427,0.276,2.42496,2.52467,0.724646,1.91906,1.58464,0.383864,0.288661,0.29195,0.325375,0.333121,0.161822,0.229613,0.215038,0.107115,0.111191,0.12916,0.438851,0.455956,0.50949,0.116396,0.117396,0.195412,1
764.495,92.643,91.5796,91.1927,1.10377,0.73823,28.5994,60.8796,62.0425,49.955,50.1997,49.5055,0.391272,0.292473,1.13351,0.363558,0.123268,0.456458,0.119953,2.94976,0.195251,0.364888,0.376404,0.186939,0.276,0.205638,2.52467,2.23161,1.34315,1.80276,1.42845,0.402238,0.258452,0.34259,0.333121,0.28657,0.180239,0.215038,0.107115,0.111191,0.067713,0.125781,0.407423,0.50949,0.451108,0.117396,0.121412,0.162068,0
764.501,92.4099,91.1927,93.1358,1.02431,0.687572,29.22,63.2698,61.4946,49.6471,49.5055,49.2868,0.289563,0.24607,0.941214,0.392379,0.108287,0.486084,0.130252,3.3987,0.179085,0.376404,0.434284,0.190427,0.205638,0.167724,2.23161,2.17322,1.07013,1.9536,1.37292,0.314998,0.280196,0.365704,0.28657,0.26638,0.112178,0.107115,0.111191,0.067713,0.213761,0.212622,0.340717,0.451108,0.426067,0.121412,0.216227,0.245786,1
